Number,Subsidy_Contract_Number,Star_Level,Star_Level_Cat,Star_Effective_Date,Facility_Name,Address,City,Zip,Phone,Capacity
K830023453,27766,,3,2/1/2012,RENAISSANCE SCHOOL @ SANGRE,2100 S SANGRE,STILLWATER,74074,(405) 533-3030,216
K820050396,,,3,9/1/2015,"HUBER, MELISSA CHILD CARE HOME",6183 N. WILLIS,STILLWATER,74075,(405) 385-6452,7
K830020431,25644,,3,1/1/2010,RENAISSANCE SCHOOL,315 W. RICHMOND RD.,STILLWATER,74075,(405) 743-0303,257
K830004620,22566,,3,1/1/2002,OSU CDL-RISE PROGRAM,OSU 110 HESW,STILLWATER,74078,(405) 744-5730,72
K830024697,28494,,3,8/1/2011,FAITH CHRISTIAN SCHOOL,924 W. 13TH,SULPHUR,73086,(580) 622-6531,60
K830052904,29082,,3,1/26/2016,SWINK EARLY LEARNING CENTER,500 JOURDAN STREET,SWINK,74761,(580) 326-7581,24
K830022041,26689,,3,10/1/2002,TOY CHEST LEARNING CENTER,810 SOUTH COLLEGE,TAHLEQUAH,74464,(918) 456-2390,19
K830006709,23961,,3,5/1/2005,CHEROKEE NATION CDC,16947 W CHEROKEE,TAHLEQUAH,74464,(918) 458-4404,135
K830024732,28540,,3,11/1/2012,KIDS R US OF TECUMSEH LLC,1100 W JEFFERSON,TECUMSEH,74873,(405) 598-8797,102
K830023883,27977,,3,12/1/2015,KINDERCARE LEARNING CENTER LLC,2906 E 3,TULSA,74104,(918) 583-5400,136
K830023985,28087,,3,4/1/2010,TULSA EDUCARE,2511 E 5 PLACE,TULSA,74104,(918) 779-6233,255
K830004486,20356,,3,2/1/2010,SJMC CHAPMAN CLC,1710 E 17 ST,TULSA,74104,(918) 744-2968,312
K830024711,28515,,3,5/1/2013,TULSA EDUCARE,3420 N PEORIA,TULSA,74106,(918) 508-2250,200
K820017422,16712,,3,6/1/2010,"LEATHERS, MARY ANN CHILD CARE HOME",4521 N JOHNSTOWN,TULSA,74106,(918) 425-2666,12
K820035543,52190,,3,11/1/2010,"KING, MONICA MARIE CHILD CARE HOME",2107 N GARRISON PL,TULSA,74106,(918) 592-3565,12
K820040467,54738,,3,12/1/2009,"EVANS, JACQUELINE RENEE CHILD CARE HOME",644 E MARSHALL,TULSA,74106,(918) 584-3995,12
K820044006,56982,,3,3/1/2013,"FUSELIER, THILISA CHILD CARE HOME",2742 N BOULDER AVE,TULSA,74106,(918) 295-0056,12
K830022132,26887,,3,12/1/2014,FROST FAMILY CENTER HEAD START,203 W 28TH ST N,TULSA,74106,(918) 556-0319,270
K830002306,20778,,3,1/1/2002,CHILDREN'S LEARNING LAB,3850 NO. PEORIA,TULSA,74106,(918) 828-2052,55
K830004010,22062,,3,2/1/2010,W.L. HUTCHERSON LEARNING DEVELOPMENT CENTER,1120 EAST PINE ST.,TULSA,74106,(918) 728-3957,45
K820044629,57372,,3,4/1/2012,"WALKER, TAMIKA CHILD CARE HOME",1610 N DETROIT AVE,TULSA,74106,(918) 295-8568,12
K830024485,,,3,1/1/2011,EUGENE FIELD EARLY CHILDHOOD EDUCATION CENTER,1120 WEST 22ND STREET SOUTH,TULSA,74107,(918) 340-5600,160
K830020641,27008,,3,1/1/2002,TCC CHILD DEVELOPMENT CENTER,7505 W 41ST ST,TULSA,74107,(918) 595-8244,90
K830004336,,,3,8/1/2015,NACT HEAD START & DAY CARE,4935 SOUTH UNION,TULSA,74107,(918) 446-7939,60
K830021503,26325,,3,8/1/2013,HALL'S AGAPE CHILD CARE CENT,5 S 185 EAST AVE,TULSA,74108,(918) 379-0021,25
K830002933,21243,,3,5/1/2005,LA PETITE ACADEMY #7,1950 S. 131 E. AVE.,TULSA,74108,(918) 437-4251,103
K820046301,58100,,3,12/1/2009,"WALKER, EBONY D CHILD CARE HOME",2045 E YOUNG PL,TULSA,74110,(918) 895-6394,12
K830000879,20300,,3,1/1/2002,CROSSTOWN LEARNING CENTER,2501 E ARCHER,TULSA,74110,(918) 582-1457,120
K820034805,51847,,3,7/1/2005,"DIXON, TINA TAYWA CHILD CARE HOME",831 N COLUMBIA AVE,TULSA,74110,(918) 834-2668,12
K830023163,,,3,2/1/2006,TULSA WOMEN & CHILDREN CCC,2442 E MOHAWK,TULSA,74110,(918) 430-0975,30
K830021338,21080,,3,7/1/2005,MARGARET HUDSON PROGRAM,1136 S ALLEGHENY AVE,TULSA,74112,(918) 833-9864,40
K830025219,28829,,3,1/1/2013,HAPPY HEARTS ACADEMY OF EARLY LEARNING,1010 N YALE AVE,TULSA,74115,(918) 835-2941,77
K820036451,52718,,3,3/1/2014,"MAYFIELD, JUDY CHILD CARE HOME",4712 E YOUNG ST,TULSA,74115,(918) 836-3280,7
K820050354,52646,,3,1/1/2017,"FOSTER, MIRACLE LASHAWN CHILD CARE HOME",1625 E 48TH PL N,TULSA,74126,(918) 425-6158,12
K820041657,55499,,3,11/1/2010,"GREEN, MIA CHILD CARE HOME",828 E. 53RD ST N,TULSA,74126,(918) 425-1615,12
K820036464,52695,,3,6/1/2006,"WILLIS, FAYETTA CHILD CARE HOME",1720 W PINE PL,TULSA,74127,(918) 382-9024,12
K820039816,54648,,3,6/1/2009,"HOANG, ARKITTA CHILD CARE HOME",1408 N WACO AVE,TULSA,74127,(918) 230-9265,12
K830021963,26615,,3,5/1/2002,BLOSSOM DAY CARE CENTER #2,800 N 81 WEST AVE,TULSA,74127,(918) 245-8363,90
K830022527,27186,,3,10/1/2013,ECDC REED,10908 E 5TH PL,TULSA,74128,(918) 935-3101,390
K830023498,27746,,3,12/1/2008,REED EARLY CHILDHOOD EDUCATION CENTER,10940 E 5TH ST,TULSA,74128,(918) 437-1495,120
K830025157,28803,,3,2/1/2016,TULSA EDUCARE III-MACARTHUR,2190 S 67TH E AVE,TULSA,74129,(539) 832-8200,200
K830024451,,,3,1/1/2011,SKELLY EARLY CHILDHOOD EDUCATION CENTER OF TULSA,8811 E 31ST ST S,TULSA,74129,(918) 949-3400,190
K830006842,25088,,3,1/1/2002,DAY SCHOOLS - SHERIDAN,2437 S SHERIDAN RD,TULSA,74129,(918) 832-0278,168
K830023502,27818,,3,3/1/2007,DISNEY EARLY CHILDHOOD EDUCATION CENTER,11610 E 25TH ST,TULSA,74129,(918) 439-9608,290
K830022042,27151,,3,5/1/2007,BETHANY COMMUNITY SCHOOL,6730 S SHERIDAN,TULSA,74133,(918) 492-5865,100
K830023211,27518,,3,9/1/2005,BLOSSOM CHILD CARE #5,9135 E 61ST,TULSA,74133,(918) 250-5537,90
K830024483,,,3,4/1/2012,ROSA PARKS EARLY CHILDHOOD EDUCATION CENTER,13804 E 46 PL S,TULSA,74134,(918) 357-7380,176
K820007835,54018,,3,7/1/2012,"ECKELT, SUSAN CHILD CARE HOME",3539 S. TOLEDO,TULSA,74135,(918) 749-5343,7
K830022587,27164,,3,11/1/2004,MCCLURE HEAD START,6150 S. YORKTOWN ST,TULSA,74136,(918) 747-7123,337
K830023849,27962,,3,12/1/2005,"KINDERCARE LEARNING CENTER, LLC",5110 E 71ST ST,TULSA,74136,(918) 492-1795,110
K830020511,23796,,3,9/1/2003,BLOSSOM DAY CARE #3,4744 S. MINGO,TULSA,74145,(918) 663-9727,90
K830023847,27964,,3,8/1/2013,KINDERCARE LEARNING CENTER,11633 E 31ST ST,TULSA,74146,(918) 663-1937,120
K820043704,56811,,3,5/1/2008,"MCCLESKEY, LUELLEN CHILD CARE HOME",104 E. TERRY DRIVE,VALLIANT,74764,(580) 933-7828,12
K830051605,28919,,3,3/1/2015,WOLVERINE DEN OF KIDS LEARNING CENTER,501 E. SCHLEY,VIAN,74962,(918) 773-3034,80
K830022956,27353,,3,11/1/2011,CAMILLE'S KIDZ,204 N. RODGERS,VIAN,74962,(918) 773-5815,86
K820046771,58268,,3,11/1/2012,"WIEDOWER, TINA INEZ CHILD CARE HOME",417 N. SMITH,VINITA,74301,(918) 323-2412,12
K820010862,14159,,3,9/1/2012,"SMITH, KIM DIAN DBA KIM'S KIDS CHILD CARE HOME",130 S ADAIR,VINITA,74301,(918) 256-3511,12
K820042888,56509,,3,9/1/2012,"WILLIAMS, KEVIN ELIZABETH DBA KID'S CASTLE CHILD CARE HOME",534 S. THOMPSON,VINITA,74301,(918) 256-2867,12
K830024321,28233,,3,12/1/2007,"JOYLAND CHILD DEVELOPMENT CENTER, INC.",707 N. MAIN,WAGONER,74467,(918) 485-2075,53
K830020696,25824,,3,5/1/2008,"PUMPKIN PATCH, INC.",27112 E 740 RD,WAGONER,74467,(918) 485-4479,140
K830023603,27776,,3,6/1/2009,GREAT PLAINS FAMILY CHILD DEV,1500 AIRPORT RD,WEATHERFORD,73096,(580) 774-0404,63
K830052834,29056,,3,11/1/2015,BRIGHT BEGINNINGS DEVELOPMENT CENTER,720 S. RANCHWOOD,YUKON,73099,(405) 350-8788,141
K830024188,28179,,3,5/1/2010,PEANUT BUTTER AND JELLY DAYCARE,11223 NW 10TH,YUKON,73099,(405) 354-4604,110
K830022796,27289,,3,5/1/2005,"LA PETITE ACADEMY, OTTAWA",613 OTTAWA PL.,YUKON,73099,(405) 354-2378,99
K830002548,23615,,3,8/1/2006,CHILDHOOD LEARNING ACADEMY,445 E. MAIN,YUKON,73099,(405) 354-5052,146
K830004313,25559,,3,10/1/2015,KINDERCARE #977,401 S MUSTANG RD,YUKON,73099,(405) 324-2500,142
K830004326,25037,,3,5/1/2005,LA PETITE ACADEMY,11500 W. RENO,YUKON,73099,(405) 324-2024,99
K830004608,23695,,3,5/1/2013,"LA PETITE ACADEMY, CARAVEL",4324 CARAVEL DR.,YUKON,73099,(405) 350-2230,99
K830005787,27010,,3,8/1/2006,CHILDREN'S NEW WORLD WEST,702 GARTH BROOKS BLV,YUKON,73099,(405) 354-5056,173
K820049603,58886,,2,9/1/2010,"LITTLE, SHERI CHILD CARE HOME",207 N. 3RD STREET,ACHILLE,74720,(580) 283-2320,12
K830024941,28665,,2,5/1/2011,BILLIE'S BRIGHT BEGINNINGS LLC,521 E. 12TH,ADA,74820,(580) 272-0906,30
K830053033,29120,,2,9/1/2016,LITTLE RASCALS DAYCARE INC,19264 STATE HWY 1 E,ADA,74820,(580) 279-6733,45
K830007893,23952,,2,2/1/2004,MONNIE'S DAY CARE,12906 CO. RD. 3510,ADA,74820,(580) 332-7673,45
K830007905,23668,,2,1/1/2002,CARE-A-LOT,723 E 10TH,ADA,74820,(580) 436-3125,40
K830022677,,,2,5/1/2003,CHICKASAW NATION CHILD DEVELOPMENT CENTER,222 ROSEDALE RD.,ADA,74820,(580) 310-9490,242
K830023637,27816,,2,2/1/2005,LATTA KIDS ZONE DAYCARE,13924 CR 1560,ADA,74820,(580) 332-3035,75
K830023741,27885,,2,6/1/2005,BECKY'S FAMILY CHILDCARE CENTER,801 S STOCKTON,ADA,74820,(580) 436-2222,75
K830024361,28277,,2,4/1/2008,CATAPILLAR ACADEMY L.L.C,11779 CR 3510,ADA,74820,(580) 235-0005,30
K820049308,53583,,2,11/1/2015,"GRIMSLEY, SANDRA CHILD CARE HOME",231 S. HARVEY,ADA,74820,(580) 279-4141,7
K830024828,28582,,2,10/1/2010,"MONTE VISTA ACADEMY, INC.",1425 N. MONTE VISTA,ADA,74820,(580) 436-9034,106
K820050178,59050,,2,9/1/2011,"LOPEZ, MARIA CHILD CARE HOME",4011 DEBI ST.,ADA,74820,(580) 272-0827,7
K830024990,28711,,2,10/1/2011,KINDER KOLLEGE CHILD DEVELOPMENT CENTER,14644 CR 1560,ADA,74820,(580) 279-1722,140
K820047253,,,2,6/1/2012,"BURROW, CARI CHILD CARE HOME",205 S. NATIONAL STREET,AFTON,74331,(918) 257-4469,12
K820044937,57545,,2,6/1/2005,"WARE, DEBORAH CHILD CARE HOME",106 S EAST ST,AFTON,74331,(918) 961-8212,12
K830025253,28908,,2,11/1/2013,LIFE PLACE CHILD DEVELOPMENT CENTER,1901 FALCON ROAD,ALTUS,73521,(580) 477-3020,60
K830000229,20210,,2,1/1/2002,GRACE CHILD DEVELOPMENT CENTER,620 S PARK LANE,ALTUS,73521,(580) 482-6546,75
K830020288,25560,,2,11/1/2002,"READY SET, GO PLAY SCHOOL",704 N. PARK LANE,ALTUS,73521,(580) 482-4484,24
K830023178,27492,,2,8/1/2004,KIDS-N-US CHILD DEVELOPMENT CENTER,900 N PARK LN,ALTUS,73521,(580) 477-4441,30
K830001277,,,2,7/1/2005,ALTUS CHILD DEVELOPMENT CENTER,900 S CARVER ROAD,ALTUS,73522,(580) 482-3080,57
K830007314,,,2,4/1/2003,WILSON HEAD START,905 N WILLARD,ALTUS,73522,(580) 482-2720,75
K830021743,,,2,4/1/2003,JUNE BAILEY HEAD START,201 S. LEE,ALTUS,73522,(580) 482-7739,59
K820050324,17057,,2,11/1/2014,"BRYANT, MISTY DAWN CHILD CARE HOME",10 CHOCTAW,ALVA,73717,(580) 327-2312,7
K820049867,59018,,2,8/1/2012,"CROPP, VIVIAN CHILD CARE HOME",422 E. BARNES,ALVA,73717,(580) 327-8092,12
K820032808,50383,,2,3/1/2009,"HANSEL, DEBBIE CHILD CARE HOME",9 SANTE FE,ALVA,73717,(580) 327-0891,12
K820041806,56709,,2,10/1/2007,"SEEVERS, SUSAN CHILD CARE HOME",1022 CHURCH,ALVA,73717,(580) 748-0367,12
K830007317,25797,,2,1/1/2002,LUTHERAN EARLY CARE & EDUCATION CENTER,902 2ND,ALVA,73717,(580) 327-1318,40
K830021806,26515,,2,9/1/2011,LUTHERAN SCHOOL AGE PROGRAM,902 2ND,ALVA,73717,(580) 327-1318,30
K830024449,28333,,2,9/1/2008,MOTHER GOOSE DAY CARE CENTER,215 E OKLAHOMA AVE,ANADARKO,73005,(405) 247-8825,122
K830024643,28463,,2,3/1/2016,WICHITA CHILD DEVELOPMENT CENTER,101 E CORONADO CIR,ANADARKO,73005,(405) 247-2167,75
K830021402,26239,,2,8/1/2003,CADDO NATION HEAD START,237 WICHITA LANE,ANADARKO,73005,(405) 247-6266,40
K830023000,27671,,2,10/1/2014,KIOWA CHILD CARE CENTER,1602 AMERICAN STREET,ANADARKO,73005,(405) 247-1112,30
K820035134,51783,,2,1/1/2003,"BRESHEARS,TERESA CHILD CARE HOME",1204 S.E.3RD,ANTLERS,74523,(580) 298-6243,12
K820047907,58510,,2,10/1/2016,"WILKERSON, DONA CHILD CARE HOME",211 NE 4TH,ANTLERS,74523,(580) 298-2002,7
K830024598,28473,,2,9/1/2009,COMANCHE NATION CHILD CARE CENTER,403 EAST EVANS,APACHE,73006,(580) 588-3114,30
K820053452,59553,,2,10/19/2016,"LOTT, LARISSA DBA GG'S 'LIL' ANGELS CHILD CARE HOME",727 CAMPBELL ST.,ARDMORE,73401,(580) 630-9589,7
K830023990,28066,,2,8/1/2008,PLAYSKOOL CHILD CARE,1508 8TH NW,ARDMORE,73401,(580) 490-9410,48
K830024273,28498,,2,12/1/2009,HICKORY CREEK CHILD CENTER INC,1408 4TH ST NW,ARDMORE,73401,(580) 223-7111,80
K830024455,28379,,2,12/1/2008,FIRST TOUCH LEARNING CENTER,18 E STREET NE,ARDMORE,73401,(580) 223-4778,23
K820032145,50152,,2,6/1/2006,"COHEE, TRACY CHILD CARE HOME",1510 3RD NE,ARDMORE,73401,(580) 223-3832,12
K820034312,51375,,2,1/1/2017,"GODWIN, CYNTHIA CHILD CARE HOME",1016 6TH NE,ARDMORE,73401,(580) 226-7709,12
K830020848,25949,,2,3/1/2002,KID ZONE DAY CARE CENTER,2201 4TH N.W.,ARDMORE,73401,(580) 223-7281,74
K830022322,27217,,2,2/1/2003,WILL ROGERS HUGS,1441 N. WASHINGTON,ARDMORE,73401,(580) 220-7781,120
K830023378,27660,,2,4/19/2004,KIDS' WORLD DAY NURSERY INC.,1020 8TH NW,ARDMORE,73401,(580) 223-0163,75
K830023408,27672,,2,7/1/2015,LITTLE ANGELS CHILD DEVELOPMENT CENTER,903 MYALL ROAD,ARDMORE,73401,(580) 224-0706,75
K820039371,54073,,2,3/1/2003,"KENYON, DEBORAH CHILD CARE HOME",4246 E NO NAME RD,ATOKA,74525,(580) 889-5811,12
K830020483,25680,,2,11/1/2006,DAY'S CHILDREN CENTER,100 E 1ST ST,ATOKA,74525,(580) 889-3350,97
K830051858,28956,,2,6/1/2014,THIS LITTLE LIGHT OF MINE CHILD ENRICHMENT CENTER,13749 ST HWY 11,BARNSDALL,74002,(918) 847-2044,30
K820050252,59093,,2,11/1/2011,"WILSON, PATRICIA CHILD CARE HOME",401 S CHEYENNE,BARTLESVILLE,74003,(918) 337-3689,12
K830024333,28283,,2,5/1/2008,"SAFARI KIDS, LLC",127 S. CHICKASAW AVE.,BARTLESVILLE,74003,(918) 337-1020,76
K830024814,28639,,2,2/1/2011,BARTLESVILLE EARLY LEARNING CENTER,513 SE QUAPAW,BARTLESVILLE,74003,(918) 337-9355,33
K830023088,27441,,2,5/1/2003,"ABC-123 LEARNING CENTER, INC.",900 E FRANK PHILLIPS BLVD.,BARTLESVILLE,74003,(918) 336-0100,100
K820018823,17501,,2,9/1/2002,"BRIDGES, MISTY CHILD CARE HOME",1538 SW HICKORY,BARTLESVILLE,74003,(918) 337-9123,7
K830002875,20173,,2,1/1/2002,CONCERN CHILD LEARNING CENTER,1225 SW 5TH ST.,BARTLESVILLE,74003,(918) 336-8543,60
K830006209,23160,,2,11/1/2011,JANE PHILLILPS PART TIME PROGRAM,1500 SW ROGERS,BARTLESVILLE,74003,(918) 336-9479,30
K820046899,,,2,9/7/2016,"HOWELL, CHRISTINA CHILD CARE HOME",1509 HARRIS DR,BARTLESVILLE,74006,(918) 397-0878,7
K820047236,52461,,2,9/1/2015,"HALLETT, CAREESE CHILD CARE HOME",125 NE FENWAY AVENUE,BARTLESVILLE,74006,(918) 907-0918,12
K830024573,28419,,2,6/1/2009,LIL' BUCKAROOS CHILD CARE & PRESCHOOL LLC,3851- G E. TUXEDO BLVD,BARTLESVILLE,74006,(918) 331-2231,75
K830023017,27399,,2,9/1/2003,LOLLIPOP LAND,3322 NE INDIANA,BARTLESVILLE,74006,(918) 335-1114,52
K820031113,19310,,2,7/1/2003,"ADAMS, JENNIFER CHILD CARE HOME",5212 HAZEL RD.,BARTLESVILLE,74006,(918) 815-2948,12
K830002280,25505,,2,12/1/2003,WESLEYAN KIDDIE COLLEGE,1780 SILVER LAKE RD,BARTLESVILLE,74006,(918) 333-8630,120
K830022695,27226,,2,10/1/2002,GROWING KIDS LEARNING CENTER,1110 WEST MAIN,BEGGS,74421,(918) 267-5383,46
K830023784,27988,,2,1/1/2006,BEGGS PUBLIC SCHOOL CHILDCARE,1201 W. 9TH,BEGGS,74421,(918) 267-4916,21
K830022245,26832,,2,6/1/2006,CHOCTAW NATION CDC,820 N. PERRY,BENNINGTON,74723,(580) 847-2528,30
K820052548,,,2,12/1/2015,"HANES, ROSANN CHILD CARE HOME",452576 E. HW 85 A,BERNICE,74331,(918) 521-9635,7
K830022707,27234,,2,9/1/2014,NEW HEIGHTS HEAD START DC,7921 N. W. 23,BETHANY,73008,(405) 440-0230,90
K830022790,27265,,2,3/1/2013,BETHANY MONTESSORI L C INC.,2201 N ROCKWELL,BETHANY,73008,(405) 789-5437,43
K830023169,27507,,2,9/1/2006,VALERIE'S LEGACY OF LEARN AC,6908 NW 36TH,BETHANY,73008,(405) 470-2106,15
K830023852,27956,,2,12/1/2005,JUST LIKE HOME TOO,7113 NW 36TH,BETHANY,73008,(405) 789-3779,99
K830023866,27960,,2,12/1/2005,"R KIDS CHILDCARE, INC.",6620 NW 23RD STE BCD,BETHANY,73008,(405) 787-7440,75
K820020962,18524,,2,9/1/2004,"KILGORE, DEBORAH CHILD CARE HOME",8308 NW 38 TERR,BETHANY,73008,(405) 406-4922,10
K820040263,54780,,2,3/1/2004,"GIBSON, BARBARA CHILD CARE HOME",2009 N. COLLEGE,BETHANY,73008,(405) 782-0128,12
K830001072,25027,,2,11/1/2003,COUNCIL RD. DAY CARE CENTER,2900 COUNCIL ROAD,BETHANY,73008,(405) 787-3611,119
K820034421,55086,,2,9/1/2006,"MOGG, SHANNON CHILD CARE HOME",318 W JOHNNY BENCH,BINGER,73009,(405) 656-9262,12
K830052169,28978,,2,10/1/2014,ABC123 LOVEBUGZ CHILD CARE LLC,8180 E 111TH ST S,BIXBY,74008,(918) 369-1818,80
K830051944,28984,,2,11/1/2014,KIDS FUN-DAMENTALS INC. PRESCHOOL AND CHILDCARE CENTER,12 W DAWES,BIXBY,74008,(918) 246-5437,45
K830052072,28971,,2,9/1/2014,LIL SPARTAN ACADEMY,213 E STADIUM RD.,BIXBY,74008,(918) 970-2445,45
K820046203,58565,,2,11/1/2008,"SPEARS, CASSANDRA CHILD CARE HOME",8520 E 131 ST S,BIXBY,74008,(918) 369-5437,12
K830024979,28693,,2,9/1/2013,DAILY FAMILY YMCA SCHOOL-AGE,7910 E 134TH ST S,BIXBY,74008,(918) 369-9622,119
K830053072,29094,,2,5/1/2016,CREATIVE CHRISTIAN CHILD CARE LLC,203 W. LINCOLN ST.,BLACKWELL,74631,(580) 262-2487,30
K820053169,,,2,12/9/2016,"DIEDRICH, AFTON CHILD CARE HOME",406 W. CHRYSTLER,BLACKWELL,74631,(580) 363-7828,7
K820046957,58249,,2,7/1/2009,"BECK, AMANDA CHILD CARE HOME","815 N. ""B"" ST",BLACKWELL,74631,(580) 363-0285,7
K820034231,51204,,2,8/1/2002,JACKSON MISTIE CHILD CARE HOME,429 E. COLLEGE,BLACKWELL,74631,(580) 363-1902,11
K830024740,28543,,2,6/1/2010,THE NEXT GENERATION CHILD DEVELOPMENT CENTER,701 E. WARREN ROAD,BLAIR,73526,(580) 563-9400,40
K830052920,29073,,2,1/1/2016,LOLLIPOPS ADVENTURES IN LEARNING,721 S. TYLER AVENUE,BLANCHARD,73010,(405) 485-2212,47
K830024650,28480,,2,10/1/2009,LCSI - BLANCHARD,1620 N MAIN,BLANCHARD,73010,(405) 236-2069,60
K830023540,,,2,3/1/2010,DELTA HEAD START - BLANCHARD,401 SE 5TH STREET,BLANCHARD,73010,(405) 485-3947,20
K830053197,29111,,2,6/24/2016,TINY TOTS LEARNING CENTER,127 E. 10TH,BRISTOW,74010,(918) 367-5553,30
K830024686,28485,,2,11/1/2009,JUMP START FOR KIDS LLC,21493 W HWY 66,BRISTOW,74010,(918) 367-9741,96
K830006841,25093,,2,5/1/2005,HOME ALONE KIDS CLUB,122 W 10,BRISTOW,74010,(918) 367-5846,67
K830022263,26934,,2,10/1/2007,TENDERCARE LEARNING CENTER,715 COUNTRY CLUB DR,BRISTOW,74010,(918) 367-9662,140
K830052533,29031,,2,6/1/2015,FOUNTAIN OF LIFE CHILD DEVELOPMENT CENTER LLC,1015 W ITHICA,BROKEN ARROW,74012,(918) 872-6099,50
K820050582,59166,,2,7/1/2012,"WHITE, BARBARA CHILD CARE HOME",2311 W GALVESTON ST.,BROKEN ARROW,74012,(918) 258-9936,12
K830051540,28898,,2,10/1/2013,"AMAZING KIDZ CHILD DEVELOPMENT CENTER, INC",1000 N JUNIPER PL,BROKEN ARROW,74012,(918) 940-2241,55
K830051883,28953,,2,6/1/2014,DALE'S LITTLE ANGELS DAYCARE LLC,604 W MADISON,BROKEN ARROW,74012,(918) 250-0027,65
K830052284,29014,,2,5/1/2015,SHIPS AHOY CHILD CARE,201 W HOUSTON ST,BROKEN ARROW,74012,(918) 994-6449,40
K820045284,57612,,2,11/1/2015,"STANLEY, KETRENA CHILD CARE HOME",1220 N CYPRESS AVE,BROKEN ARROW,74012,(918) 286-7590,12
K830024190,29065,,2,11/1/2015,"KIDS IN MOTION ACADEMY, INC.",1700 N REDBUD PL,BROKEN ARROW,74012,(918) 258-5437,165
K830024400,28297,,2,9/1/2008,PLAYTIME (+),3301 S ELM PL,BROKEN ARROW,74012,(918) 451-9336,100
K830024410,28531,,2,2/1/2010,C.A.R.D. BROKEN ARROW EARLY LEARNING CENTER,411 W NEW ORLEANS,BROKEN ARROW,74012,(918) 451-7113,40
K820010143,56915,,2,7/1/2005,"FINK, PATSY CHILD CARE HOME",1813 E JACKSONVILLE ST.,BROKEN ARROW,74012,(918) 806-6379,12
K830021186,26937,,2,7/1/2007,PETERS ELEMENTARY-EXTENDED DAY,2900 W. COLLEGE,BROKEN ARROW,74012,(918) 461-3676,120
K830021206,27345,,2,7/1/2007,ANDERSEN EXTENDED DAY,1200 S WILLOW,BROKEN ARROW,74012,(918) 357-4321,120
K830021207,26965,,2,11/1/2006,MCAULLIFFE EXTENDED DAY,6515 S GARNETT,BROKEN ARROW,74012,(918) 357-6576,40
K830022368,27009,,2,5/1/2007,MOORE ELEM. EDP,800 N BUTTERNUT PL,BROKEN ARROW,74012,(918) 461-3404,120
K830022669,27220,,2,2/1/2003,VISION 21 LEARNING CENTER,8730 S LYNN LANE,BROKEN ARROW,74012,(918) 258-7548,125
K830022811,27294,,2,9/1/2003,IMMANUEL CHRISTIAN ACADEMY PRESCHOOL,400 N ASPEN,BROKEN ARROW,74012,(918) 258-7622,141
K820042578,58618,,2,12/1/2013,"LONON CARRILLO, CONSUELO CHILD CARE HOME",2414 W EDGEWATER ST,BROKEN ARROW,74012,(918) 892-9979,7
K830053083,29115,,2,6/29/2016,GREAT BEGINNING CHILDCARE,2401 E. FT. WORTH,BROKEN ARROW,74014,(918) 940-2448,60
K830022890,27324,,2,6/1/2003,"LEAP FROG LEARNING CENTER, INC.",11064 S. 265TH E AVE,BROKEN ARROW,74014,(918) 486-6565,62
K820042255,55969,,2,3/1/2011,"SPRINGER, LADONNA S CHILD CARE HOME",20985 E. 38TH ST. S.,BROKEN ARROW,74014,(918) 402-6337,7
K820010907,52801,,2,6/30/2016,"MCGOWEN, ANITA CHILD CARE HOME",1124 DOE RUN RD.,BROKEN BOW,74728,(580) 584-9544,12
K830024364,28278,,2,4/1/2008,BROKEN BOW EARLY LEARNING CENTER,1008 N. PARK DRIVE,BROKEN BOW,74728,(580) 584-9801,64
K830052139,28975,,2,10/1/2014,LITTLE MISS PAISLEYS PLAYHOUSE,303 EAST BROAD,BUFFALO,73834,(580) 735-2027,30
K830025246,28867,,2,7/1/2013,FITS & GIGGLES DAYCARE,512 AINSWORTH,CADDO,74729,(580) 367-9966,30
K820051780,59381,,2,8/1/2014,"HARRISON, SAMANTHA CHILD CARE HOME",4053 N. 383 RD.,CALVIN,74531,(405) 712-2163,7
K830024997,28714,,2,10/1/2011,JEN'S KID KORRAL,25604 STATE HWY 112,CAMERON,74932,(918) 649-4362,15
K830004517,22443,,2,9/1/2004,CREATIVE BEGINNINGS,15 WEST CEDAR,CARNEGIE,73015,(580) 654-2139,45
K820050105,59085,,2,5/1/2014,"MORSE, CHERYL CHILD CARE HOME",29670 COTTONWOOD ROAD,CASHION,73016,(405) 433-2740,12
K830053632,29153,,2,1/1/2017,DISCIPLE DISCOVERY CENTER,1883 S CHEROKEE ST,CATOOSA,74015,(918) 266-2114,99
K820053622,59571,,2,1/3/2017,"BALDWIN, RACHEL DBA HAPPY CAMPERS CHILD CARE LLC CHILD CARE HOME",205 S. CLEVELAND,CHANDLER,74834,(405) 240-6305,7
K820050608,59191,,2,7/1/2014,"CLARK, RACHAEL DBA LOTS OF LAUGHS, LLC CHILD CARE HOME",910773 S. 3430 RD.,CHANDLER,74834,(405) 240-3638,12
K820048007,58606,,2,8/1/2010,"MARTZALL, EDIE CHILD CARE HOME",302 E. 4TH,CHANDLER,74834,(405) 258-6634,12
K830024638,28453,,2,9/1/2009,"THE KIDS COMPANY CHILDCARE & DEV CENTER, LLC",206 W. 2ND ST.,CHANDLER,74834,(405) 258-9191,60
K830006500,23505,,2,1/1/2002,DEION'S TINY TOTS,702 EAST GENTRY,CHECOTAH,74426,(918) 473-2664,23
